"id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type"
"ZBvOl4jI6PgIIUI7AG3Q2A==","Villa del Parque",3,2,83,61,179000,"PH"
"q2mRw/v4ylv8F1ZdKdY/8g==","Boedo",3,2,74,62,225000,"Departamento"
"aKJMlAI8RQ1T69m4946IOA==","Nuñez",3,1,85,65,330000,"Departamento"
"CW9DDblu4Fa1szNDjbEwZw==","Nuñez",3,2,85,73,290000,"Departamento"
"8ifuqXYQQChDUcD+kzq3wg==","Almagro",3,1,92,77,180000,"Departamento"
"ORgqso45P8eclcOfz6cbUQ==","Almagro",3,1,74,63,270000,"Departamento"
"mUJmyd4jLku77jBaeqnKng==","Almagro",3,2,70,66,178000,"Departamento"
"PkHndADcTDYjNHWrSvGbLQ==","Almagro",3,1,64,61,142000,"Departamento"
"Sl5aLA7LAQN+4iSbcPDfsQ==","Almagro",3,2,73,65,220000,"Departamento"
"m1rNfpEE3zs2Hel0Ryae5Q==","Palermo",3,2,88,82,420000,"Departamento"
"kwmxzMNyNeRg3MntC6gNWg==","Palermo",3,1,98,73,309000,"Departamento"
"WIAiityJ4HPGJn4DmzZ1kw==","Palermo",3,3,103,100,369000,"Departamento"
"RgqyaPY5CPMSvIM1Ha/ShQ==","Palermo",3,1,77,66,220000,"Departamento"
"+w5UNyGGGk3S8DbnPTC++g==","Palermo",3,1,66,59,174000,"Departamento"
"370K03o7r8bOTe/XY8SNrw==","Palermo",3,3,102,69,370000,"Departamento"
"ng2kmg1tgJze6FBKLmp61A==","Palermo",3,1,70,60,220000,"Departamento"
"/qraN7hGOEegPAnoSPh6JA==","Palermo",3,2,107,81,290000,"Departamento"
"iNm75VCDlVy0yD0Cs5kA9A==","Palermo",3,1,64,61,159000,"Departamento"
"X8YVneZAiPMSDjrREDGzVg==","Palermo",3,1,86,84,280000,"Departamento"
"rkUGQJ76xTAjg80BKIV8wg==","Palermo",3,2,85,81,495000,"Departamento"
"ghS5YcwmGvSArvybUD61Ng==","Palermo",3,1,70,60,220000,"Departamento"
"mLTmqqBhlCvjZm18XPtQ3g==","Palermo",3,1,54,54,145000,"Departamento"
"5cNSkAyH4rUnwKjpLwMdyw==","Palermo",3,1,49,49,160000,"Departamento"
"zMgTJMVf1cFNiPJmDDu93g==","Palermo",3,2,81,77,520000,"Departamento"
"dnT1bnQLn98YWjUkTvAedg==","Palermo",3,1,63,55,134700,"Departamento"
"YcWk3LyIpjaWrUdfhyMTQg==","Palermo",3,1,98,73,309000,"Departamento"
"Y2tOo0XDiEg04JHLnYBBGA==","Palermo",3,1,71,63,249000,"Departamento"
"DddMUGKFtXwCbMWCz2lS9Q==","Palermo",3,2,76,76,179000,"Departamento"
"OpJTmUJYIvnnY+8bKRpl0g==","Palermo",3,1,83,77,315000,"Departamento"
"TgL3piOHKcLmq5fDc0K/5w==","Belgrano",3,1,72,65,290000,"Departamento"
"mpI0Lgi2WPWpTj4s9CoM1g==","Belgrano",3,1,56,40,1e+05,"Departamento"
"LZzDXRrWV+8kHvslrCGuKg==","Belgrano",3,2,90,80,423000,"Departamento"
"6ZyCBBKHLTbb1gj1Qfsdlw==","Belgrano",3,2,90,80,469000,"Departamento"
"u6SzGI7g0959zFWaiZuL2g==","Belgrano",3,2,133,120,637000,"Departamento"
"R3+8sZHjrXfMGK/a6AXkrw==","Belgrano",3,2,133,120,653000,"Departamento"
"p4RVd6BRPu+CO1U5YQicqw==","Belgrano",3,1,54,54,130000,"Departamento"
"yOXTTMnbuwhUILSYHvCSEw==","Paternal",3,1,35,35,87000,"Departamento"
"K3IW29qrDsdmXxTyG37F4w==","Recoleta",3,2,87,68,175000,"Departamento"
"I65eC5QrsYS9zlGSyeYXAw==","Recoleta",3,1,145,145,410000,"Departamento"
"g4PECmsx9iHFAutjmKLAiA==","Recoleta",3,1,53,51,120000,"Departamento"
"UA/+bX6G80hEQ7GsNLZGLQ==","Saavedra",3,1,92,92,235416,"Departamento"
"yGVwwbbEyt/YjC7Y9cFN6w==","Saavedra",3,1,80,74,240000,"Departamento"
"IqwYUKCQIkprP9Z+2XtlVQ==","Saavedra",3,1,94,94,3e+05,"Departamento"
"fQ6Cgmoe+zMXqs/LJJGk/Q==","Balvanera",3,1,60,60,119500,"Departamento"
"Yl+4GjXIszhKp5pQo67Cdg==","Balvanera",3,1,60,52,97000,"Departamento"
"jT2O+aRlR5Hfjj2jZ/DIOw==","Balvanera",3,1,60,52,97000,"Departamento"
"xSAi0R8UqPxgRVLg05XRcg==","Balvanera",3,2,84,77,180000,"Departamento"
"XF2XURtEGe2dbJIcrhF+Wg==","Balvanera",3,1,47,47,125000,"Departamento"
"xPZDTEe0+fwufCbvqjzdjA==","Balvanera",3,1,48,48,93000,"Departamento"
"S/rg7/bS77yOvzt/0Lug6A==","Caballito",3,1,65,65,175000,"Departamento"
"x/Xh4lbAHAdO+uozbvy5ag==","Caballito",3,1,48,48,138000,"Departamento"
"H7hk2EmOpcNBLf5AEk+U/g==","Caballito",3,2,131,54,256000,"Departamento"
"L+NKvqNw/TjDzE7K05bv+A==","Caballito",3,1,59,55,206000,"Departamento"
"vLL+OyRq25kK0iKQP2Zvhg==","Caballito",3,1,70,70,169900,"Departamento"
"oaBrHPbrHupkf5EUr/A90A==","Caballito",3,1,71,56,189000,"Departamento"
"QCqDXB/CnUCqO62LLckkNA==","Colegiales",3,1,52,52,155500,"Departamento"
"IMCdXaqI76WSn8Ip8fTFFw==","Barrio Norte",3,1,54,54,145000,"Departamento"
"J7f356Gq8QFJrDfZqgjzuQ==","Barrio Norte",3,1,100,92,265000,"Departamento"
"F0Q/HKOUS8E7nznrJztROw==","Barrio Norte",3,1,100,92,265000,"Departamento"
"UDqNZD7dahZ+zSNDaUEKMw==","Barrio Norte",3,2,85,81,495000,"Departamento"
"q2wFMnwbWm9Jqz1F1vfkoA==","Villa Crespo",3,1,65,58,144000,"Departamento"
"2pnNf7lTsFiitHdmzyb0Qg==","Villa Crespo",3,1,64,61,142000,"Departamento"
"J/RKPBB2DsO5P51rrGO/SQ==","Villa Crespo",3,1,82,82,189500,"Departamento"
"ERh+h6C7FrdNX3sLoDt7Kw==","Villa Crespo",3,1,65,60,150000,"Departamento"
"DqxA+ArbxB/vOX1SKX66Nw==","Villa Crespo",3,2,75,64,250000,"Departamento"
"+mBBf9hCdCw1qMGlOOwMiA==","Villa Crespo",3,2,140,130,340000,"Departamento"
"WZu4OUrjK3fYznqRURkmlA==","Villa Crespo",3,2,73,65,220000,"Departamento"
"rlBmJe9VHpCtXxNDAGonbg==","Villa Lugano",3,1,50,50,70000,"Departamento"
"sM7iuKqJttT0LYD3WT88Rg==","San Cristobal",3,1,120,98,230000,"Departamento"
"qnwZ/wdCqYzrit/iXj4m0g==","Villa Ortuzar",3,2,66,63,180000,"Departamento"
"qy7atV57Nav48BDhUXte+Q==","Villa Urquiza",3,1,68,68,190000,"Departamento"
"tKlV938Mh6GuN6vuWuINJQ==","Villa del Parque",3,1,57,50,160000,"Departamento"
"hHBOz3QpVZSo8uyv6emHaQ==","Parque Centenario",3,2,79,70,269000,"Departamento"
"xiRtHhF7LrtvvooazYruiw==","Parque Centenario",3,1,63,60,138000,"Departamento"
"jYbowEG5jBx620BC5CO0Pg==","Parque Centenario",3,1,73,68,215000,"Departamento"
"43WrFWkAwxpPrbonPgm/Lg==","Flores",4,1,102,96,157000,"PH"
"zKPkS14eeTc4JvOPheXSEw==","Palermo",4,2,115,95,350000,"PH"
"ceKMaiDHfo5k2cIrEqTgjg==","Palermo",4,1,77,77,239000,"PH"
"XBi+EB3teGmSnSja7mpDmQ==","Pompeya",4,1,131,90,128000,"PH"
"XYZ5jQmf3To6wU+/41Glgw==","Balvanera",4,1,77,77,123000,"PH"
"pBRu3iKeBOMGp6AvXtVGNw==","Versalles",4,2,114,90,170000,"PH"
"2gNA1WGBrthi7UkKLIBI6g==","Villa Real",4,2,114,90,170000,"PH"
"f/AfuB4XBhzkSvmcauZRSw==","Parque Patricios",4,1,89,89,121000,"PH"
"UKTcBhAti3u6Z4unL/d/6g==","Nuñez",4,3,260,260,490000,"Casa"
"IpVYcHm9SeQlbMukjPRssA==","Chacarita",4,1,140,130,249000,"Casa"
"wK3H/v1gXqifCaCUwn9/eg==","Parque Chas",4,2,143,110,280000,"Casa"
"uBWZuSj8OSrwUj7us5fovg==","Parque Chacabuco",4,1,168,135,295000,"Casa"
"aJvz35Ed807Zp1lRISDmPg==","Once",4,1,91,83,165000,"Departamento"
"tYJ9VGvnQ3/DnxEnVDw0pg==","Almagro",4,2,90,80,242000,"Departamento"
"8Tp5PGi0E5FknlCBgOoARQ==","Almagro",4,2,160,147,469000,"Departamento"
"P3R7BZ+w7nJPHB4rxgn18Q==","Almagro",4,2,103,94,275000,"Departamento"
"atbHa4C7m5kESPM3wEopGA==","Almagro",4,2,103,94,275000,"Departamento"
"SL4VljteqDv7SAmozN/xMw==","Almagro",4,2,90,80,242000,"Departamento"
"Ve2B2cPjc1gIdktRPjg8XQ==","Almagro",4,2,215,185,390000,"Departamento"
"TiViTObY3X57fbzhuen5Rw==","Almagro",4,2,124,124,245000,"Departamento"
"BrcRLaGZtXIthoQvqb5aNw==","Liniers",4,2,131,95,345000,"Departamento"
"oNa1k3xZitRKsNrj2u/DAQ==","Palermo",4,1,84,68,245000,"Departamento"
"3mG8FNQxZDErqe4xu25I6Q==","Palermo",4,2,177,129,575000,"Departamento"
"3cxoVuq9Jd+3YGR6+b7rQw==","Palermo",4,1,72,64,232000,"Departamento"
"G1Hv85bKor4kBRZgkwVg5A==","Barracas",4,2,111,100,250000,"Departamento"
"GiPzG7ByibO3K/A+JoiNyw==","Floresta",4,2,271,217,510000,"Departamento"
"TxWk3OdD54IceibiB/SJGA==","Paternal",4,1,90,90,140000,"Departamento"
"PCyO1Ytf832h1bg/eDlySA==","Saavedra",4,2,109,95,280502,"Departamento"
"E5/f88QdFeYtWAR6nwsfVg==","Balvanera",4,2,109,100,236000,"Departamento"
"anuU9W3BOA1gqNGwrB9Otg==","Balvanera",4,1,56,54,143000,"Departamento"
"Uq3aNJknbFIg0KsIsx+GVQ==","Balvanera",4,1,106,106,170000,"Departamento"
"T2dcKYXlCTcDozmkJNpphQ==","Caballito",4,2,115,104,395000,"Departamento"
"qGv6SU5NvDAiMvgFh/J6ig==","Versalles",4,2,114,90,170000,"Departamento"
"a/gpzJnDoe6UWSYhI+UaNA==","Villa Real",4,2,114,90,170000,"Departamento"
"h/14BBarti9Ws/+9hdJBZw==","Barrio Norte",4,1,63,63,198000,"Departamento"
"2ZVhNf4fCc8SzjcKfNsVhQ==","Villa Pueyrredón",4,2,90,90,173000,"Departamento"
"zrLm3ZH+9RgMjEX5BFdtrw==","Flores",5,2,225,225,155000,"PH"
"VicmjN9c7zmrlpptWps2sQ==","Villa Urquiza",5,3,154,140,414000,"Casa"
"jQhrx1ke31AICq5W0znz0w==","Almagro",5,4,170,160,370000,"Departamento"
"8rTSh/zgU/5G8oiw5DOnew==","Recoleta",5,2,228,196,750000,"Departamento"
"FpA1NDdt5u7rFbS5nRcNgw==","Recoleta",5,2,192,192,449000,"Departamento"
"GT29KxWIA6vp2Kr+ry87JQ==","Recoleta",5,2,162,159,550000,"Departamento"
"pkwjLKK5+l6RNeMAQXYPnA==","Caballito",5,3,141,132,386000,"Departamento"
"ChDgb8GD2F5FOCNRlpooWA==","Barrio Norte",5,2,138,128,295000,"Departamento"
"OMCVqiWUoQ5OTi+rLsrZ0g==","Chacarita",6,3,255,172,350000,"PH"
"ygtYR3JuRfnvg02wzbuMfQ==","Colegiales",6,3,255,172,350000,"PH"
"8yb1XEVPFI0bHF0eVUjMPw==","Colegiales",6,3,230,185,380000,"PH"
"ApKmj7tf3kV/xOHKiK7grQ==","Palermo",6,3,184,159,650000,"Departamento"
"3hOaxjXzeYCW2aAJWJLMpA==","Balvanera",6,4,189,189,315000,"Departamento"
"p2m4/rYc9ryKwdwI5y7pOA==","Almagro",3,1,62,62,170000,"PH"
"HNi7+oTWde0c5nWa3wrDdw==","Caballito",1,1,28,28,83000,"PH"
"EgEpbc5l8/d6/hmlPV+2xA==","Mataderos",3,1,55,55,85000,"PH"
"/f1E6dw6t5GuxK9Gu7LqkQ==","Almagro",2,1,54,44,75000,"Casa"
"V7eeEjDM24falh/njdPPlA==","Boedo",1,2,78,50,130000,"Departamento"
"m3Rt20Ps97b1szJx+f7jAQ==","Boedo",2,1,70,64,130215,"Departamento"
"cZ0Xrkcs370KXBvMVztrEw==","Boedo",1,1,77,46,120108,"Departamento"
"QfuMqy+ikLsWfvoOreO9xg==","Boedo",2,1,70,64,130215,"Departamento"
"fEMvrciTbGpd+8esOePoPg==","Boedo",1,1,56,51,110000,"Departamento"
"ipwnblNtLw8LB1sk9WhlQw==","Boedo",1,1,49,46,92153,"Departamento"
"DNHmNMQGsetfSCufErZooQ==","Almagro",2,1,108,57,199000,"Departamento"
"ocRw0StVV8jLFF9KcId+zg==","Almagro",3,1,56,52,122000,"Departamento"
"HDdDKFyaEhPQy4G3hj3IkA==","Palermo",3,2,89,81,250000,"Departamento"
"mLr3Cr2KHNhSwx29MdsMug==","Palermo",2,1,38,38,79900,"Departamento"
"y7FPju9CXKF6hq9GD0lFTA==","Palermo",1,1,32,32,125000,"Departamento"
"3LD+KOoGoNM8pGJkFH3vwA==","Palermo",2,1,41,39,145000,"Departamento"
"SpTmp/xix8l6ra1pwZS2og==","Palermo",4,2,103,96,385000,"Departamento"
"r+C4KbfI6Mg0jAcPy5RA5A==","Palermo",2,1,58,52,145000,"Departamento"
"kBDnHy/om88Rn3GZ/vkzOA==","Belgrano",2,1,39,35,119500,"Departamento"
"9HVgVfferlDGTUOUbk6BKQ==","Belgrano",3,1,83,75,295000,"Departamento"
"1Z8ouypo8JJc+5IW9iy7hA==","Belgrano",1,1,52,52,99000,"Departamento"
"hYFjOBqnlE/NdHxwQj60Fg==","Paternal",4,2,80,70,140000,"Departamento"
"vQmutfu2WaJ5PKScbtH9Yw==","Recoleta",3,1,70,70,225000,"Departamento"
"kYdPzBaEg0U9vG4RSIvDqQ==","Recoleta",1,1,44,44,117000,"Departamento"
"+N1QZjV+q8X6bnhGVhNbaw==","Balvanera",1,1,44,40,102000,"Departamento"
"XxHumtG4dL1obiMN5b5aig==","Balvanera",4,2,85,81,195000,"Departamento"
"7WkRltsfWJbC2f/6rS/v3A==","Mataderos",3,2,70,70,160000,"Departamento"
"XPIUkNbMVwPGnw2u7GfK9w==","Monserrat",2,1,60,60,119000,"Departamento"
"vpSip/XX8+qN+mad2ll3lA==","Monserrat",1,1,36,33,87300,"Departamento"
"WRCSYWjfwxNrixQiH3pRxQ==","Barrio Norte",3,2,90,90,235000,"Departamento"
"pOgvWWQI7PFTDe9bgWuQ8w==","San Nicolás",4,2,105,100,278000,"Departamento"
"oAo8qQDNbTzxg+ZaWdWAdQ==","Villa Crespo",2,1,40,40,105000,"Departamento"
"D1gB05HCrsVpj5w5rG338w==","Constitución",2,1,46,46,78000,"Departamento"
"vJASCPr+a8jgCEnZi1y7xA==","San Cristobal",2,1,88,84,140000,"Departamento"
"1F07FSUmQYek5ddafFUcKw==","San Cristobal",1,1,44,40,102000,"Departamento"
"DJldl/voeqX6FZBR98I/dA==","Centro / Microcentro",1,1,30,30,109000,"Departamento"
"SmAcRXOPvOOMFjWLYpTRfQ==","Nuñez",2,2,50,47,196000,"Departamento"
"AYtiKK7lb3LbB4j+7P03+Q==","Palermo",2,1,51,51,155000,"Departamento"
"Gm/Kdh8Yd9mbhiBQgLRplg==","Palermo",2,1,40,39,156000,"Departamento"
"lqeKJefGWhdK4917VymjxQ==","Floresta",2,1,54,45,120000,"Departamento"
"6wos2GkaEG4Aywmnzz6Q6A==","Floresta",2,1,54,45,120000,"Departamento"
"S+R6iY0uQkcOf+PJ9W1Qlw==","Floresta",2,1,54,45,115000,"Departamento"
"0hTRfUPOyAxYZYVVAsPk/Q==","Floresta",2,1,54,45,130000,"Departamento"
"iJUiTDIguqLqcVz6i+8Z9w==","Floresta",2,1,54,45,120000,"Departamento"
"WUyEaZ1Fdos1yPXf3tGWWA==","Floresta",2,1,54,45,110000,"Departamento"
"X0PeCYcT3ohCveZSE+1wBg==","Floresta",2,1,52,36,105000,"Departamento"
"qYyCkiCXvpkzX5gqsNz6iw==","Floresta",2,1,54,45,120000,"Departamento"
"BwDjqkcIlxpCuUz7R2uUfQ==","Balvanera",2,1,34,34,69999,"Departamento"
"EjSV8xenLrbKgIUAElV8TA==","Caballito",2,1,43,43,108000,"Departamento"
"WQN1Z4TTZohFB+hh1FrR/w==","Caballito",2,1,47,47,160000,"Departamento"
"QeKtFUYY+8emAKZZ5Eaw1w==","Chacarita",2,1,60,60,135000,"Departamento"
"/iNyrf6VHSD2oCUXYg8PKg==","Colegiales",2,1,53,48,178500,"Departamento"
"qVENk/UuUmPbEiZsKKqIVw==","Puerto Madero",2,2,90,71,378000,"Departamento"
"OBBzik010M2lk2olQPJfKw==","Puerto Madero",2,1,58,58,224000,"Departamento"
"wkejmMv6D1K+LCkKmnsYMg==","Villa Urquiza",2,1,62,42,130000,"Departamento"
"SaQlJnkuKBYP+RYxuhZaKQ==","Villa Urquiza",2,1,67,67,215000,"Departamento"
"LkHihtsh2z/1gXBxvxaLgQ==","Villa Santa Rita",2,1,68,68,149600,"Departamento"
"T++dgG41/Gy+XvFidPsO7A==","Palermo",5,1,200,150,580000,"PH"
"WZind+Cgndmjif5F8sSNMA==","Balvanera",3,1,45,45,113000,"PH"
"gwXvnJ6aWrG6Ia5d/WNW0g==","Caballito",3,1,81,70,220000,"PH"
"V/EUIePv21ULZQo4Z9n7eQ==","Villa Crespo",3,1,62,62,165000,"PH"
"z5w7OSIS6D8/JTx6vqg+sg==","Villa Lugano",2,2,53,53,120000,"PH"
"utc2NBKRpwMEMDNvewAIbw==","Villa Ortuzar",3,1,93,70,195000,"PH"
"50j/JOHkCvAaH1zL233x5w==","Flores",3,1,54,52,147000,"Departamento"
"FszKNdjA3I6xTno8FvIdHw==","Flores",3,1,66,66,165000,"Departamento"
"wR2hG3lCSSGitPou9nC3BQ==","Almagro",3,2,77,71,265000,"Departamento"
"KgIRDK14ZNTJ0f4SZETTjw==","Palermo",3,1,51,51,155500,"Departamento"
"2J64USRDzoSJ9+hCqC5yPQ==","Palermo",3,2,67,67,260000,"Departamento"
"jfb1jTyVSVMY4aJqNB2E6Q==","Palermo",3,2,86,76,320000,"Departamento"
"Jca5ZBQqzSL4Gc6y5/bPww==","Belgrano",3,1,74,74,260000,"Departamento"
"3kVqwUC3+dBm2JctoYXbDg==","Belgrano",3,1,126,68,320000,"Departamento"
"3lRPtKokqIIaoWUM2P7Cag==","Balvanera",3,1,60,60,105000,"Departamento"
"21XiMXacVeIMBhz8IsCpew==","Caballito",3,1,50,50,119000,"Departamento"
"qELEuVO3G0T15sdv5AXvyA==","Caballito",3,2,52,52,135000,"Departamento"
"jh3nGkZzvE7X2U0L2pXbiQ==","Chacarita",3,2,83,83,186750,"Departamento"
"ovD1h3zRgEX5sS+l+JGaLA==","San Nicolás",3,2,86,65,170000,"Departamento"
"G0cB1XFMpC4ZuPsgMlaeDQ==","Villa Crespo",3,3,83,75,250000,"Departamento"
"frHX+CVmhhB4tupD9jhKZw==","Villa Devoto",3,1,70,65,189000,"Departamento"
"sx985p6J6SjCWcYgafLdRA==","Villa Devoto",3,1,64,57,139000,"Departamento"
"h0W1VX65OsiOqwCy16d5tw==","Villa Urquiza",3,2,71,64,255000,"Departamento"
"uY//hr8wsyJV1tTvNJgYlA==","Villa Urquiza",3,1,78,65,195000,"Departamento"
"nHg9klLHuc+RDlNhAuAzlQ==","Villa Urquiza",3,2,81,67,226100,"Departamento"
"q1j9u/rzhtJ/cmXxuNmnkw==","Villa Santa Rita",3,1,70,70,154000,"Departamento"
"Pkv1oBWo7GYmC8E8xikWog==","Villa Santa Rita",3,1,70,70,139300,"Departamento"
"AoUYqbAAlkunTZP7yTJNyA==","Villa del Parque",3,1,58,58,123000,"Departamento"
"saJP9MDAGMm0WbK5DrKPxw==","Villa Pueyrredón",3,2,67,67,205000,"Departamento"
"9yZdo2iuQmqB9IRCMY0dqQ==","Palermo",4,1,113,113,240000,"PH"
"AnUvk7WuICIKEdvi7JRClA==","Villa Lugano",4,1,84,75,130000,"PH"
"nJQQLm6RxvNXKadpflUnHw==","Villa Urquiza",4,1,150,100,355000,"PH"
"SFFmsAjIhV5QeAX96G1cGQ==","Boedo",4,1,150,132,239000,"Casa"
"CnjX2gpVJ7oV/NIBY5XXOA==","Mataderos",4,2,122,122,159000,"Casa"
"eOoUXkLry9y3RwSDV2eqmw==","Villa Lugano",4,2,250,165,220000,"Casa"
"9d+pwQBm5KaJNrxiz9XUug==","Flores",4,1,117,117,305000,"Departamento"
"xzBmTI535yhLDTWpKh80jQ==","Retiro",5,2,147,140,380000,"Departamento"
"EecJT1ovcXikM5GE38+97w==","Palermo",4,1,113,113,240000,"Departamento"
"JSolNhVj/LGcV23Td5N+pA==","Belgrano",4,2,141,134,719000,"Departamento"
"LFGD9eUnwbrtaHDaVYgAwA==","Balvanera",4,1,79,73,180000,"Departamento"
"RHcTQJDsvF6pvzHb5atXzA==","Tribunales",4,3,152,152,290000,"Departamento"
"682391qzu5yCnHq27GZc0w==","Villa Crespo",4,3,83,75,250000,"Departamento"
"brgz5XBqtCJAt51QZCfZGA==","Villa Santa Rita",4,2,91,91,247050,"Departamento"
"1oVWY1RoxbVYKO+a4z8lvQ==","Villa Devoto",5,2,170,170,269000,"PH"
"wvlhm0WjmkNT7F8xYFJy9w==","Palermo",5,5,194,186,749500,"Departamento"
"IxH+6M9kRlys0s9Po2j5rQ==","Recoleta",5,2,159,159,339000,"Departamento"
"jMwdahijcdEA/eOMaBlubA==","Monserrat",5,2,182,182,350000,"Departamento"
"9QXLZgGY2ODUIWXOOJ6sTA==","Boca",4,1,77,77,170000,"PH"
"ijQxeO5l+jynv+Px+ajavg==","Flores",3,1,80,72,139000,"PH"
"D1yehTlbo/eq/ozyVIx7lg==","Almagro",3,1,78,78,165000,"PH"
"MO3OSbA7HSTHubqaC4yB9Q==","Liniers",3,2,75,60,135000,"PH"
"px+Mcgs2dN/PzAyxuR69Wg==","Palermo",4,2,155,115,4e+05,"PH"
"26yajnPZx4vmhJto1gYGnQ==","Caballito",3,1,55,50,182900,"PH"
"BEHPsN+7nwiE1UvgY/qxRA==","Caballito",3,1,98,98,235000,"PH"
"Edhb8a5XFvMymipQl9Oiwg==","Caballito",1,1,28,28,83000,"PH"
"SEyGDVxFbIoT4qreMAyT2Q==","Villa Crespo",4,1,178,112,290000,"PH"
"4cufwPxPCs1CN8RzZ+YqZQ==","Villa Devoto",3,1,70,70,240000,"PH"
"JoN1CB6Qr9ekrUhmSPeljg==","San Cristobal",5,1,150,100,270000,"PH"
"ftXDlT2TBAHfTGVGPjEJnQ==","Flores",4,1,135,135,360000,"Casa"
"O62rW4O5aS5YgAZ6nlSdeA==","Palermo",4,4,170,170,610000,"Casa"
"H5rE21HFu/Q1bBO7euvzEA==","Boedo",2,1,40,40,105000,"Departamento"
"i5Ll4GEXKs40b36b3honww==","Abasto",1,1,28,28,99800,"Departamento"
"YFHyVwr11sFOxU7dl02P3w==","Flores",3,1,57,57,128000,"Departamento"
"Ppx5xQ6OBBQ+ahrPizvDuw==","Flores",4,1,82,82,162000,"Departamento"
"9IOz4cnyxHsKwMqt3w0rLQ==","Flores",4,3,108,108,159000,"Departamento"
"SRRKMyk/IZZgA47fRL8xHw==","Flores",1,1,39,39,89900,"Departamento"
"t+2ieCdmvZezbxs3XocZ8w==","Flores",1,1,39,39,89900,"Departamento"
"2k/8bhZdcKRiIXs93DwgBw==","Nuñez",3,1,82,72,345000,"Departamento"
"gaMNISKlQgeITNi3EkDalA==","Nuñez",2,1,65,61,330000,"Departamento"
"33nAYO+m+KEom+pyiI+vzw==","Nuñez",2,1,65,61,330000,"Departamento"
"q4tIFtXk+kFHfsBdcD5Q5w==","Nuñez",3,1,53,51,155000,"Departamento"
"khNmt7n0+J1ABMZWqKIlWw==","Retiro",6,4,227,225,350000,"Departamento"
"pzolxgUkScjOgXuyIPP4wA==","Retiro",3,3,180,180,670000,"Departamento"
"yRVWaD4bHqWpqQfUWzKXUQ==","Almagro",1,1,28,28,99800,"Departamento"
"f8fxOGxAfZU859URYvg+mA==","Palermo",3,1,47,47,139000,"Departamento"
"3T6S3U4zAg4UXftUgtgf8w==","Palermo",1,1,49,49,165000,"Departamento"
"UL/juDTxtuPtzi1GPP+DaA==","Palermo",1,1,58,34,157607,"Departamento"
"tVs9W4zT+RmxN+Gi2l9u5Q==","Palermo",4,3,175,175,650000,"Departamento"
"QTpEuoKI6d5l9+bBiirxMA==","Palermo",1,1,69,38,195731,"Departamento"
"7x0IiyHDaPCRnN6J0UPUKQ==","Palermo",2,1,47,43,179000,"Departamento"
"D0yaoibNG/2voG8a92e1sw==","Palermo",2,1,65,65,152000,"Departamento"
"A8qJFSXNVMc5n5t18NRz7A==","Palermo",2,1,58,51,159000,"Departamento"
"Fua7klRUpbvbnclmEAHuOg==","Palermo",2,1,41,38,160000,"Departamento"
"6GAhgyqWawvkNv1Sl1s87g==","Palermo",1,1,47,37,117000,"Departamento"
"koHrUhnvQKRl13iZ++0niA==","Palermo",2,1,52,47,189000,"Departamento"
"qZwTYwWINZ8Z2EgWD2YtvQ==","Palermo",1,1,71,40,201690,"Departamento"
"kSjg4PoYHitq1fj7kQsDJw==","Palermo",2,1,47,43,172000,"Departamento"
"YWGOrpelV9lJajkHWu/KoQ==","Palermo",2,1,50,45,235000,"Departamento"
"gPxsSLY02CfPJV/wirzh0w==","Palermo",1,1,52,34,159597,"Departamento"
"XucObju+v+crZRalRM6KeQ==","Palermo",2,1,52,52,275000,"Departamento"
"zpWn7JRFiBE88Vu4RFLB+Q==","Palermo",1,1,38,38,159000,"Departamento"
"9n8yXQrlTmQuya1r4OKouA==","Palermo",2,1,36,36,130000,"Departamento"
"atncsm5SuuytGbk0cIDfsw==","Palermo",3,1,69,59,230000,"Departamento"
"VcwA91+Bqmcy7lPzzNHhUg==","Palermo",3,1,77,74,172000,"Departamento"
"vbBhlYYcCCqd0Heqk1TDHg==","Palermo",4,3,175,175,650000,"Departamento"
"wtVvr/Z7VT4/tQCW3sVYbw==","Palermo",3,2,67,67,240000,"Departamento"
"PcW5rOXjT7H8UjLxW/eiSQ==","Palermo",1,1,50,48,135000,"Departamento"
"4q+wDNcUisQdylu/i4yZSA==","Palermo",3,1,55,46,150000,"Departamento"
"AdFo1MAMbbtTJQIVPydUxA==","Palermo",1,1,58,31,156214,"Departamento"
"7EkMUkG+VqvO4OpQMs+NEQ==","Palermo",2,1,51,48,185000,"Departamento"
"VJP5pDw+pD0nGtzR8XA7ew==","Palermo",3,1,68,68,355000,"Departamento"
"ewggj6YHcfCGUFAA+oT3tw==","Palermo",3,1,69,66,250000,"Departamento"
"1RP3Uu3vCV/R4TB7VUWhSQ==","Palermo",4,2,124,124,575000,"Departamento"
"kPnnFSHIKcDiOLW+ifvtNg==","Barracas",3,2,70,64,216000,"Departamento"
"jmbW/hZXe68g7GWcnP4bbQ==","Belgrano",4,2,174,149,780000,"Departamento"
"bv5wkv3J4lX94ZfiMyz4IA==","Belgrano",1,1,36,36,150506,"Departamento"
"iqH7FyBsqay58yaoMWM2sA==","Belgrano",1,1,41,40,144900,"Departamento"
"Pt+q2XVGkmNKYiztCCFsXg==","Belgrano",3,1,52,49,145000,"Departamento"
"RTuNy9qm3j3apKUR0M9qzw==","Belgrano",4,3,149,138,585000,"Departamento"
"E+ndjots305Cr3YqHgjZOQ==","Belgrano",4,2,83,78,285000,"Departamento"
